Date,open,high,low,close,volumn,amt,avgprice,preClose,return,Turnover,PB,PE,Market,AvgMarket,AmountPCT,Dividend
2004/8/3,559.49,562.38,558.17,561.14,26000000,112000000,5.51,560.38,0.0014,0.0046,1.77,34.45,268.18,5.36,0.0128,0.0085
2004/8/4,560.89,579.24,560.36,574.22,51000000,254000000,5.65,561.14,0.0233,0.0091,1.81,35.27,274.44,5.49,0.0159,0.0083
2004/8/5,573.43,574.92,566.36,567.28,30000000,132000000,5.57,574.22,-0.0121,0.0053,1.79,34.83,271.12,5.42,0.0123,0.0084
2004/8/6,568.81,573.84,563.95,569.59,42000000,215000000,5.6,567.28,0.0041,0.0076,1.79,35,272.23,5.44,0.0218,0.0084
2004/8/9,569.83,570.46,562.89,567.72,28000000,141000000,5.57,569.59,-0.0033,0.0051,1.79,34.9,271.33,5.43,0.0167,0.0068
2004/8/10,565.71,570.1,564.37,569.93,27000000,150000000,5.59,567.72,0.0039,0.0048,1.79,35.01,272.39,5.45,0.0211,0.0068
2004/8/11,568.14,569.37,558.97,561.17,32000000,173000000,5.51,569.93,-0.0154,0.0057,1.77,34.47,268.2,5.36,0.0224,0.0068
2004/8/12,557.38,562.64,548.55,552.93,34000000,172000000,5.42,561.17,-0.0147,0.006,1.74,33.96,264.23,5.28,0.0203,0.0071
2004/8/13,551.95,558.15,551.18,554.08,21000000,113000000,5.42,552.93,0.0021,0.0038,1.74,34.03,264.78,5.3,0.0138,0.007
2004/8/16,553.01,554.22,542.5,544.48,28000000,140000000,5.31,554.08,-0.0173,0.005,1.71,33.45,260.2,5.2,0.0168,0.0072
2004/8/17,544.14,548.36,539.07,544.79,26000000,134000000,5.32,544.48,0.0006,0.0046,1.71,33.46,260.34,5.21,0.0181,0.0072
2004/8/18,544.51,550.07,543.38,545.16,27000000,143000000,5.31,544.79,0.0007,0.0048,1.71,33.5,260.52,5.21,0.0176,0.0071
2004/8/19,543.55,545.29,532.96,535.28,35000000,161000000,5.22,545.16,-0.0181,0.0062,1.68,32.91,255.8,5.12,0.0194,0.0073
2004/8/20,533.65,541.9,527.54,537.8,34000000,164000000,5.24,535.28,0.0047,0.0061,1.69,33.05,257,5.14,0.0208,0.0072
2004/8/23,535.07,536.75,529.24,533.52,23000000,117000000,5.2,537.8,-0.008,0.0041,1.67,32.78,254.96,5.1,0.0188,0.0073
2004/8/24,533.51,547.84,532.54,546.16,46000000,212000000,5.32,533.52,0.0237,0.0082,1.71,33.58,261,5.22,0.0243,0.0071
2004/8/25,545.74,546.61,540.01,543.29,31000000,142000000,5.29,546.16,-0.0052,0.0055,1.7,33.41,259.63,5.19,0.0221,0.0072
2004/8/26,542.19,545.03,536.51,537.47,23000000,107000000,5.24,543.29,-0.0107,0.0041,1.69,33.05,256.85,5.14,0.0183,0.0073
2004/8/27,536.42,539.18,530.12,532.73,25000000,123000000,5.19,537.47,-0.0088,0.0044,1.67,32.75,254.58,5.09,0.019,0.0073
2004/8/30,531.47,534.58,527.52,532.69,20000000,96000000,5.19,532.73,-0.0001,0.0036,1.67,32.74,254.56,5.09,0.0176,0.0073
2004/8/31,544.62,550.62,540.65,544.37,52000000,248000000,5.32,532.69,0.0219,0.0093,1.7,33.45,260.14,5.2,0.0225,0.0072
2004/9/1,542.83,544.24,535.39,535.71,39000000,174000000,5.22,544.37,-0.0159,0.007,1.68,30.21,256,5.12,0.0291,0.0073
2004/9/2,534.12,544.23,530.9,543.83,39000000,171000000,5.3,535.71,0.0152,0.0069,1.7,30.66,259.88,5.2,0.0228,0.0072
2004/9/3,543.36,553.02,538.76,550.41,72000000,321000000,5.37,543.83,0.0121,0.0128,1.72,31.03,263.03,5.26,0.0484,0.0071
2004/9/6,550.22,550.42,545.69,550.02,36000000,167000000,5.36,550.41,-0.0007,0.0065,1.72,30.99,262.84,5.26,0.0333,0.0071
2004/9/7,549.36,551.1,543.97,549.78,36000000,175000000,5.36,550.02,-0.0004,0.0065,1.72,30.99,262.73,5.25,0.0362,0.0071
2004/9/8,549.64,550.1,544.01,545.95,33000000,158000000,5.31,549.78,-0.007,0.006,1.71,30.77,260.9,5.22,0.0253,0.0071
2004/9/9,544.46,547.36,535.5,537.33,43000000,198000000,5.23,545.95,-0.0158,0.0077,1.68,30.32,256.78,5.14,0.028,0.0073
2004/9/10,534.35,541.39,532.22,541.26,46000000,223000000,5.27,537.33,0.0073,0.0082,1.7,30.55,258.66,5.17,0.0405,0.0072
2004/9/13,539.83,541.77,533.12,534.05,67000000,312000000,5.19,541.26,-0.0133,0.0121,1.67,30.11,255.22,5.1,0.0495,0.0073
2004/9/14,539.3,555.76,538,555.76,99000000,482000000,5.41,534.05,0.0407,0.0178,1.74,31.33,265.59,5.31,0.0443,0.007
2004/9/15,556.64,592.28,554.03,580.99,204000000,1017000000,5.66,555.76,0.0454,0.0365,1.82,32.74,277.65,5.55,0.0384,0.0067
2004/9/16,582.56,587.58,578.16,586.96,139000000,701000000,5.74,580.99,0.0103,0.0248,1.84,33.09,280.5,5.61,0.0316,0.0057
2004/9/17,586.64,603.44,583.3,603.4,177000000,893000000,5.89,586.96,0.028,0.0317,1.89,34.02,288.36,5.77,0.0296,0.0055
2004/9/20,605.91,622.92,600.43,622.71,213000000,1084000000,6.08,603.4,0.032,0.038,1.95,35.08,297.59,5.95,0.0266,0.0053
2004/9/21,625.06,625.12,608.89,614.35,175000000,932000000,6.01,622.71,-0.0134,0.0314,1.92,34.64,293.6,5.87,0.0255,0.0054
2004/9/22,611.68,623.78,604.58,605.67,154000000,828000000,5.93,614.35,-0.0141,0.0276,1.9,34.21,289.45,5.79,0.0267,0.0055
2004/9/23,603.57,621,597.65,621,103000000,570000000,6.08,605.67,0.0253,0.0185,1.95,35.07,296.78,5.94,0.0245,0.0054
2004/9/24,624.25,627.75,599.32,599.78,155000000,866000000,5.88,621,-0.0342,0.0278,1.88,33.84,286.64,5.73,0.0187,0.0055
2004/9/27,603.96,611.16,586.47,589.74,76000000,400000000,5.76,599.78,-0.0167,0.0136,1.85,33.29,281.84,5.64,0.0191,0.0056
2004/9/28,591.18,597.48,587.79,595.8,66000000,346000000,5.83,589.74,0.0103,0.0117,1.87,33.66,284.74,5.69,0.0217,0.0056
2004/9/29,596.71,597.19,587.08,588.16,49000000,275000000,5.75,595.8,-0.0128,0.0088,1.85,33.26,281.09,5.62,0.0196,0.0057
2004/9/30,586.2,593.2,572.53,573.62,49000000,248000000,5.61,588.16,-0.0247,0.0087,1.8,32.45,274.14,5.48,0.0179,0.0058
2004/10/8,571.5,586.83,564.47,586.82,48000000,252000000,5.75,573.62,0.023,0.0086,1.84,33.21,280.45,5.61,0.0162,0.0057
2004/10/11,586.01,600.46,583.78,589.07,107000000,575000000,5.78,586.82,0.0038,0.0191,1.85,33.35,281.52,5.63,0.0208,0.0056
2004/10/12,587.05,587.78,577.11,578.1,62000000,323000000,5.69,589.07,-0.0186,0.011,1.82,32.75,276.28,5.53,0.017,0.0057
2004/10/13,575.81,581.3,569.02,576.1,59000000,296000000,5.67,578.1,-0.0035,0.0105,1.81,32.68,275.33,5.51,0.0181,0.0058
2004/10/14,573.98,575.44,544.51,545.16,71000000,350000000,5.35,576.1,-0.0537,0.0128,1.71,30.91,260.54,5.21,0.0181,0.0061
2004/10/15,542.71,548.69,532.57,541.2,62000000,269000000,5.29,545.16,-0.0073,0.0111,1.7,30.67,258.64,5.17,0.018,0.0061
2004/10/18,542.35,545.9,535.68,543.53,43000000,187000000,5.31,541.2,0.0043,0.0077,1.71,30.85,259.76,5.2,0.0156,0.0061
2004/10/19,545.33,554.2,543.14,544.78,59000000,277000000,5.32,543.53,0.0023,0.0105,1.71,30.93,260.36,5.21,0.0197,0.0061
2004/10/20,544.07,544.84,531.86,539.6,53000000,253000000,5.19,544.78,-0.0095,0.0095,1.7,30.68,257.87,5.16,0.0202,0.0062
2004/10/21,539.83,542.72,521.73,522.83,65000000,300000000,5.04,539.6,-0.0311,0.0116,1.65,29.77,249.85,5,0.0173,0.0064
2004/10/22,521.2,524.98,505.73,523.25,89000000,402000000,5.06,522.83,0.0008,0.0157,1.65,29.81,250.06,5,0.0217,0.0064
2004/10/25,524.4,528.83,516.03,518.73,60000000,295000000,5,523.25,-0.0086,0.0107,1.63,29.59,247.9,4.96,0.0157,0.0065
2004/10/26,516.49,526.98,511.86,526.84,76000000,334000000,5.08,518.73,0.0156,0.0136,1.65,30.07,251.77,5.04,0.0195,0.0064
2004/10/27,526.55,539.36,521.78,539.36,86000000,380000000,5.21,526.84,0.0238,0.0153,1.69,30.76,257.76,5.16,0.0183,0.0062
2004/10/28,540.24,546.7,531.17,534.13,91000000,421000000,5.16,539.36,-0.0097,0.0162,1.67,30.45,255.26,5.11,0.0211,0.0063
2004/10/29,519.76,530.6,514.52,521.76,71000000,331000000,5.05,534.13,-0.0232,0.0126,1.64,29.76,249.35,4.99,0.0178,0.0064
2004/11/1,519.08,522.27,514.69,516.61,48000000,215000000,4.98,521.76,-0.0099,0.0086,1.62,29.41,246.88,4.94,0.0185,0.0065
2004/11/2,515.71,517.86,511.83,517.17,51000000,236000000,4.98,516.61,0.0011,0.009,1.62,29.45,247.15,4.94,0.0213,0.0065
2004/11/3,519.5,531.25,516.81,531.07,80000000,343000000,5.12,517.17,0.0269,0.0143,1.66,30.24,253.79,5.08,0.0254,0.0063
2004/11/4,532.52,533.11,516.17,517.27,62000000,298000000,4.99,531.07,-0.026,0.0111,1.62,29.47,247.2,4.94,0.0212,0.0065
2004/11/5,518.75,521.77,513.86,517.28,46000000,218000000,4.99,517.27,0,0.0082,1.62,29.48,247.21,4.94,0.0213,0.0065
2004/11/8,516.09,519.24,513.08,518.55,42000000,178000000,4.99,517.28,0.0025,0.0075,1.62,29.52,247.81,4.96,0.0243,0.0065
2004/11/9,518.97,520.4,515.03,519.77,38000000,170000000,5.01,518.55,0.0023,0.0067,1.63,29.6,248.4,4.97,0.0238,0.0065
2004/11/10,521.75,539.35,517.41,539.28,101000000,493000000,5.2,519.77,0.0375,0.0179,1.69,30.73,257.72,5.15,0.0221,0.0062
2004/11/11,540.15,547.57,536.51,536.66,120000000,556000000,5.18,539.28,-0.0049,0.0213,1.68,30.55,256.47,5.13,0.0202,0.0063
2004/11/12,535.42,539.68,531.94,536.47,54000000,263000000,5.19,536.66,-0.0004,0.0096,1.68,30.54,256.38,5.13,0.0169,0.0063
2004/11/15,538.39,544.17,537.44,544.15,56000000,266000000,5.26,536.47,0.0143,0.01,1.7,30.96,260.05,5.2,0.0186,0.0062
2004/11/16,545.6,546.32,539.11,546.08,69000000,325000000,5.29,544.15,0.0036,0.0123,1.71,31.09,260.97,5.22,0.0231,0.0061
2004/11/17,545.42,546.54,533.09,536.15,51000000,252000000,5.19,546.08,-0.0182,0.009,1.68,30.52,256.23,5.12,0.0202,0.0063
2004/11/18,535.11,545.14,535.04,545.07,59000000,296000000,5.27,536.15,0.0166,0.0105,1.71,31.03,260.49,5.21,0.0245,0.0062
2004/11/19,545.16,549.76,541.89,549.76,69000000,319000000,5.29,545.07,0.0086,0.0122,1.72,31.3,262.65,5.25,0.0227,0.0064
2004/11/22,551.2,556.07,549.02,555.27,88000000,388000000,5.35,549.76,0.01,0.0155,1.74,31.59,265.28,5.31,0.0237,0.0064
2004/11/23,555.47,555.47,549.46,553.27,80000000,341000000,5.33,555.27,-0.0036,0.0141,1.73,31.42,264.33,5.29,0.021,0.0064
2004/11/24,552.65,553.45,541.56,541.57,66000000,294000000,5.22,553.27,-0.0212,0.0118,1.69,30.79,258.74,5.17,0.0186,0.0065
2004/11/25,540.62,543.96,534.81,538.71,51000000,221000000,5.19,541.57,-0.0053,0.009,1.68,30.64,257.37,5.15,0.0173,0.0066
2004/11/26,538.88,548.58,538.42,543.59,57000000,260000000,5.24,538.71,0.0091,0.01,1.7,30.89,259.7,5.19,0.0264,0.0065
2004/11/29,543.27,543.53,532.33,533.21,48000000,223000000,5.14,543.59,-0.0191,0.0085,1.66,30.26,254.74,5.09,0.023,0.0066
2004/11/30,533.24,537.47,530.44,537.4,47000000,235000000,5.19,533.21,0.0079,0.0083,1.68,30.47,256.74,5.13,0.026,0.0066
2004/12/1,537.4,539.53,535.28,538.32,64000000,252000000,5.19,537.4,0.0017,0.0113,1.68,30.45,257.18,5.14,0.0259,0.0066
2004/12/2,538.74,553.04,538.29,553.04,130000000,590000000,5.34,538.32,0.0274,0.0231,1.73,31.29,264.22,5.28,0.0463,0.0064
2004/12/3,555,556.04,551.04,553.37,100000000,491000000,5.35,553.04,0.0006,0.0177,1.72,31.29,264.37,5.29,0.0362,0.0064
2004/12/6,554.83,556.53,550.74,554.61,65000000,295000000,5.36,553.37,0.0022,0.0115,1.73,31.31,264.97,5.3,0.0283,0.0064
2004/12/7,555.39,558.7,547.04,547.6,77000000,341000000,5.28,554.61,-0.0126,0.0136,1.7,30.9,261.62,5.23,0.0331,0.0065
2004/12/8,551.93,555.38,547.62,550.58,58000000,244000000,5.3,547.6,0.0054,0.0102,1.71,31.04,263.04,5.26,0.0278,0.0065
2004/12/9,551.74,552.59,546.59,550.17,97000000,339000000,5.3,550.58,-0.0007,0.0171,1.71,31.05,262.85,5.26,0.025,0.0065
2004/12/10,548.33,550.81,530.34,530.34,67000000,270000000,5.12,550.17,-0.036,0.0118,1.65,29.95,253.37,5.07,0.0255,0.0067
2004/12/13,527.41,529.65,520.55,523.09,68000000,227000000,5.05,530.34,-0.0137,0.012,1.63,29.53,249.91,5,0.0279,0.0068
2004/12/14,522.64,524.28,518.12,520.29,37000000,140000000,5.02,523.09,-0.0054,0.0066,1.62,29.39,248.57,4.97,0.0198,0.0068
2004/12/15,521.42,523.25,509.27,516.76,54000000,200000000,5,520.29,-0.0068,0.0095,1.61,29.26,246.89,4.94,0.0191,0.0069
2004/12/16,515.24,523.26,511.93,517.15,53000000,236000000,5,516.76,0.0008,0.0094,1.61,29.32,247.08,4.94,0.03,0.0068
2004/12/17,515.62,522.26,514.29,518.18,72000000,297000000,4.98,517.15,0.002,0.0125,1.61,29.41,250.04,4.9,0.0454,0.0068
2004/12/20,514.53,519.06,511.11,515,56000000,244000000,4.95,518.18,-0.0061,0.0098,1.6,29.25,248.51,4.87,0.0345,0.0068
2004/12/21,515.45,518.78,512.7,515.3,45000000,173000000,4.95,515,0.0006,0.0079,1.61,29.28,248.65,4.88,0.0298,0.0068
2004/12/22,516.14,529.95,515.43,529.9,75000000,316000000,5.1,515.3,0.0283,0.013,1.65,30.1,255.7,5.01,0.0277,0.0066
2004/12/23,530.36,530.47,517.79,518.78,56000000,247000000,4.99,529.9,-0.021,0.0097,1.62,29.47,250.34,4.91,0.0311,0.0068
2004/12/24,517.03,522.29,515.5,516.9,34000000,164000000,4.98,518.78,-0.0036,0.006,1.61,29.37,249.43,4.89,0.0252,0.0068
2004/12/27,516.66,518.45,512.74,514.35,35000000,140000000,4.96,516.9,-0.0049,0.006,1.6,29.25,248.2,4.87,0.0235,0.0068
2004/12/28,513.98,515.61,507.33,508.37,46000000,190000000,4.92,514.35,-0.0116,0.008,1.59,28.91,245.31,4.81,0.0276,0.0069
2004/12/29,507.83,510.62,500.93,501.63,48000000,192000000,4.86,508.37,-0.0133,0.0084,1.56,28.49,242.06,4.75,0.026,0.007
2004/12/30,501.56,504.87,496.16,497.32,41000000,156000000,4.8,501.63,-0.0086,0.0072,1.55,28.27,239.98,4.71,0.0208,0.007
2004/12/31,497.08,499.32,490.53,491.1,39000000,146000000,4.73,497.32,-0.0125,0.0069,1.53,27.95,236.98,4.65,0.0196,0.0071
2005/1/4,487.96,490.99,482.82,485.75,29000000,101000000,4.69,491.1,-0.0109,0.005,1.52,27.67,234.4,4.6,0.015,0.0073
2005/1/5,483.82,496.38,483.42,493.75,42000000,161000000,4.76,485.75,0.0165,0.0073,1.54,28.09,238.26,4.67,0.0206,0.0072
2005/1/6,493.36,493.86,487.21,489.34,35000000,142000000,4.71,493.75,-0.0089,0.006,1.53,27.84,236.14,4.63,0.0209,0.0073
2005/1/7,488.61,495.84,487.57,492.47,36000000,128000000,4.75,489.34,0.0064,0.0062,1.54,28,237.65,4.66,0.0158,0.0072
2005/1/10,490.79,497.4,489.71,497.4,35000000,118000000,4.78,492.47,0.01,0.0061,1.55,28.24,240.03,4.71,0.0175,0.0071
2005/1/11,496.74,498.37,493.7,498.08,35000000,126000000,4.79,497.4,0.0014,0.0061,1.55,28.26,240.36,4.71,0.0184,0.0071
2005/1/12,497.86,499.55,494.57,498.91,47000000,180000000,4.78,498.08,0.0017,0.0081,1.55,28.3,240.76,4.72,0.0279,0.0071
2005/1/13,497.87,499.14,495.56,497.97,38000000,168000000,4.78,498.91,-0.0019,0.0067,1.55,28.27,240.3,4.71,0.0201,0.0071
2005/1/14,497.37,501.54,492.65,493.07,42000000,196000000,4.75,497.97,-0.0098,0.0073,1.54,28.01,237.94,4.67,0.0239,0.0072
2005/1/17,487.39,489.16,476.82,478.38,40000000,176000000,4.59,493.07,-0.0298,0.007,1.49,27.16,230.85,4.53,0.0201,0.0074
2005/1/18,478.79,486.51,477.39,486.32,40000000,171000000,4.68,478.38,0.0166,0.007,1.52,27.62,234.68,4.6,0.0202,0.0073
2005/1/19,484.78,486.92,480.91,485.5,45000000,181000000,4.66,486.32,-0.0017,0.0078,1.51,27.55,234.29,4.59,0.024,0.0073
2005/1/20,483.45,484.98,479.32,481.64,57000000,220000000,4.61,485.5,-0.008,0.0099,1.5,27.31,232.42,4.56,0.0251,0.0074
2005/1/21,479.89,490.11,473.63,489.62,67000000,274000000,4.69,481.64,0.0166,0.0117,1.53,27.79,236.28,4.63,0.0197,0.0073
2005/1/24,500.27,502.97,494.46,498.13,69000000,291000000,4.77,489.62,0.0174,0.0121,1.55,28.27,240.38,4.71,0.0191,0.0071
2005/1/25,496.21,498.33,489.74,495.07,49000000,211000000,4.73,498.13,-0.0061,0.0086,1.54,28.08,238.91,4.68,0.0194,0.0072
2005/1/26,493.14,496.25,487.07,488.12,45000000,179000000,4.67,495.07,-0.014,0.0079,1.52,27.68,235.55,4.62,0.0204,0.0073
2005/1/27,486.88,490.63,479.2,479.27,43000000,170000000,4.59,488.12,-0.0181,0.0074,1.49,27.2,231.28,4.53,0.0211,0.0074
2005/1/28,477.59,481.91,467.17,468.21,43000000,159000000,4.48,479.27,-0.0231,0.0075,1.46,26.6,225.94,4.43,0.0226,0.0076
2005/1/31,462.71,469.63,447.63,448.15,54000000,198000000,4.28,468.21,-0.0428,0.0094,1.4,25.43,216.26,4.24,0.0264,0.0079
2005/2/1,444.03,449.23,439.74,440.89,52000000,179000000,4.21,448.15,-0.0162,0.009,1.37,25.05,212.76,4.17,0.0225,0.0081
2005/2/2,440.25,463.59,439.98,463.33,86000000,321000000,4.42,440.89,0.0509,0.015,1.44,26.33,223.59,4.38,0.0198,0.0077
2005/2/3,461.19,464,449.11,452.58,67000000,247000000,4.3,463.33,-0.0232,0.0117,1.41,25.74,218.4,4.28,0.0157,0.0078
2005/2/4,451,459,449.32,457.86,57000000,216000000,4.34,452.58,0.0117,0.0099,1.43,26.06,220.95,4.33,0.015,0.0078
2005/2/16,462.17,470.07,460,466.64,65000000,255000000,4.43,457.86,0.0192,0.0113,1.45,26.53,225.19,4.42,0.0216,0.0076
2005/2/17,466.25,469.71,462.62,469.71,52000000,205000000,4.47,466.64,0.0066,0.0091,1.46,26.7,226.68,4.44,0.0219,0.0076
2005/2/18,468.87,470.31,465.52,465.53,65000000,245000000,4.44,469.71,-0.0089,0.0114,1.45,26.46,224.66,4.41,0.0282,0.0076
2005/2/21,466.35,474,465.59,474,56000000,225000000,4.51,465.53,0.0182,0.0098,1.48,26.95,228.75,4.49,0.0212,0.0075
2005/2/22,474.84,486.9,473.56,486.34,104000000,440000000,4.64,474,0.026,0.0181,1.52,27.66,234.71,4.6,0.0217,0.0073
2005/2/23,486.45,492.58,482.46,490.53,100000000,437000000,4.69,486.34,0.0086,0.0174,1.53,27.9,236.73,4.64,0.0203,0.0072
2005/2/24,489.7,495,486.44,494.57,90000000,393000000,4.73,490.53,0.0082,0.0156,1.54,28.12,238.68,4.68,0.0222,0.0072
2005/2/25,494.81,502.09,494.57,494.94,123000000,573000000,4.73,494.57,0.0007,0.0215,1.54,28.14,238.86,4.68,0.0266,0.0072
2005/2/28,494.64,498.51,493.17,496.23,98000000,452000000,4.75,494.94,0.0026,0.0171,1.55,28.21,239.48,4.7,0.028,0.0072
2005/3/1,495.16,505.37,490.85,505.1,129000000,539000000,4.83,496.23,0.0179,0.0225,1.57,28.74,243.76,4.78,0.04,0.007
2005/3/2,504.84,505.19,494.37,494.45,126000000,547000000,4.72,505.1,-0.0211,0.0219,1.54,28.11,238.62,4.68,0.0326,0.0072
2005/3/3,492.77,497.72,489.32,497.15,68000000,287000000,4.75,494.45,0.0055,0.0119,1.55,28.27,239.92,4.7,0.0259,0.0071
2005/3/4,497.09,497.62,492.03,493.8,58000000,252000000,4.72,497.15,-0.0067,0.0101,1.54,28.06,238.3,4.67,0.0245,0.0072
2005/3/7,498.18,502.58,496.26,497.92,90000000,382000000,4.76,493.8,0.0083,0.0157,1.55,28.29,240.29,4.71,0.0371,0.0071
2005/3/8,498.43,504.07,495.36,503.95,85000000,387000000,4.83,497.92,0.0121,0.0148,1.57,28.67,243.2,4.77,0.0218,0.007
2005/3/9,504.68,505.19,500.1,503.82,81000000,358000000,4.83,503.95,-0.0003,0.0142,1.57,28.65,243.13,4.77,0.0193,0.007
2005/3/10,503.03,503.96,488.94,490.78,80000000,370000000,4.71,503.82,-0.0259,0.0139,1.52,27.9,236.84,4.64,0.023,0.0072
2005/3/11,488.85,492.63,486.38,488.02,61000000,269000000,4.68,490.78,-0.0056,0.0106,1.51,27.75,235.51,4.62,0.0188,0.0073
2005/3/14,487.29,487.67,476.33,483.72,84000000,373000000,4.62,488.02,-0.0088,0.0146,1.5,27.53,233.44,4.58,0.02,0.0073
2005/3/15,483.13,484.42,479.37,480.52,75000000,327000000,4.59,483.72,-0.0066,0.0131,1.49,27.33,231.89,4.55,0.0215,0.0074
2005/3/16,479.34,481.67,474.56,478.76,68000000,286000000,4.56,480.52,-0.0037,0.0119,1.49,27.25,231.04,4.53,0.0219,0.0074
2005/3/17,477.95,479.1,470.89,471.18,55000000,239000000,4.47,478.76,-0.0158,0.0096,1.46,26.81,227.39,4.46,0.0194,0.0075
2005/3/18,471.03,472.32,458.97,459.89,57000000,235000000,4.37,471.18,-0.024,0.0099,1.43,26.18,221.94,4.35,0.02,0.0077
2005/3/21,458.03,461.58,456.05,460.39,43000000,179000000,4.37,459.89,0.0011,0.0075,1.43,26.25,222.18,4.36,0.0199,0.0073
2005/3/22,461.27,462.44,447.02,447.56,59000000,247000000,4.24,460.39,-0.0279,0.0103,1.39,25.53,215.99,4.24,0.0193,0.0075
2005/3/23,445.63,453.58,443.13,447.76,55000000,229000000,4.27,447.56,0.0005,0.0095,1.39,25.57,216.09,4.24,0.0181,0.0075
2005/3/24,446.72,457.46,445.23,457.46,70000000,250000000,4.34,447.76,0.0217,0.0122,1.42,26.11,220.77,4.33,0.0227,0.0073
2005/3/25,457.69,459.92,454.78,459.42,79000000,324000000,4.36,457.46,0.0043,0.0138,1.43,26.27,221.71,4.35,0.039,0.0073
2005/3/28,458.85,459.93,452.33,456.9,88000000,357000000,4.32,459.42,-0.0055,0.0153,1.42,26.15,220.5,4.32,0.0442,0.0073
2005/3/29,456.42,462.05,453.94,454.19,71000000,317000000,4.28,456.9,-0.0059,0.0124,1.42,25.98,219.19,4.3,0.0374,0.0074
2005/3/30,451.43,452.41,438.25,438.99,64000000,263000000,4.13,454.19,-0.0335,0.0112,1.37,25.12,211.85,4.15,0.0266,0.0076
2005/3/31,436.42,441.1,431.94,440.46,60000000,241000000,4.16,438.99,0.0034,0.0105,1.37,25.21,212.57,4.17,0.029,0.0076
2005/4/1,440.66,457.83,435.47,454.39,92000000,387000000,4.28,440.46,0.0316,0.016,1.41,26,219.29,4.3,0.023,0.0074
2005/4/4,449.82,450.45,442.55,443.4,54000000,225000000,4.19,454.39,-0.0242,0.0094,1.38,25.32,213.98,4.2,0.0177,0.0076
2005/4/5,441.64,445.43,439.42,441.22,47000000,194000000,4.16,443.4,-0.0049,0.0083,1.37,25.17,212.93,4.18,0.0186,0.0076
2005/4/6,440.65,446,433.8,444.79,79000000,332000000,4.21,441.22,0.0081,0.0138,1.38,25.35,214.65,4.21,0.0201,0.0075
2005/4/7,444.98,458.26,441.42,453.09,128000000,500000000,4.29,444.79,0.0187,0.0223,1.41,25.84,218.66,4.29,0.0221,0.0074
2005/4/8,452.16,460.91,450.78,460.19,96000000,379000000,4.36,453.09,0.0157,0.0167,1.43,26.29,222.08,4.35,0.0227,0.0073
2005/4/11,459.02,461.84,455.43,459.74,102000000,404000000,4.36,460.19,-0.001,0.0177,1.44,26.25,221.87,4.35,0.0218,0.0073
2005/4/12,458.3,459.87,448.72,448.77,76000000,297000000,4.26,459.74,-0.0239,0.0133,1.41,25.61,216.52,4.25,0.0243,0.0078
2005/4/13,451.75,461.07,451.6,461.07,99000000,393000000,4.39,448.77,0.0274,0.0172,1.45,26.35,222.45,4.36,0.0221,0.0075
2005/4/14,462.34,462.34,450.36,450.66,91000000,351000000,4.28,461.07,-0.0226,0.0159,1.41,25.72,217.43,4.26,0.024,0.0077
2005/4/15,446.72,452.62,440.85,441.86,75000000,289000000,4.19,450.66,-0.0195,0.0131,1.38,25.26,213.19,4.18,0.0224,0.0079
2005/4/18,438.91,441.59,432.82,435.65,57000000,217000000,4.13,441.86,-0.014,0.0099,1.36,24.94,210.19,4.12,0.0216,0.0078
2005/4/19,435.15,438.05,430.47,436.08,62000000,251000000,4.14,435.65,0.001,0.0109,1.36,24.96,210.4,4.13,0.0248,0.0078
2005/4/20,433.76,434.69,426.54,428.09,71000000,269000000,4.1,436.08,-0.0183,0.0124,1.33,24.5,206.55,4.05,0.0268,0.0079
2005/4/21,427.01,429.25,413.2,414.82,81000000,293000000,3.99,428.09,-0.031,0.0141,1.29,23.76,200.14,3.92,0.0252,0.0082
2005/4/22,412.33,417.38,403.65,407.54,74000000,275000000,3.91,414.82,-0.0176,0.0129,1.27,23.37,196.63,3.86,0.0234,0.0083
2005/4/25,405.17,406.3,394.3,400.07,65000000,298000000,4.2,407.54,-0.0183,0.0113,1.28,22.99,197.34,3.8,0.0257,0.0085
2005/4/26,397.55,408.17,396.52,407.07,60000000,264000000,4.28,400.07,0.0175,0.0104,1.31,23.41,200.8,3.86,0.0216,0.0083
2005/4/27,407.06,408.61,400.03,400.41,64000000,230000000,4.19,407.07,-0.0164,0.0112,1.28,23.02,197.51,3.8,0.0201,0.0085
2005/4/28,397.57,413.09,393.44,411.2,75000000,303000000,4.3,400.41,0.027,0.013,1.33,23.66,202.84,3.9,0.0204,0.0082
2005/4/29,409.21,412.23,405.4,407.24,64000000,285000000,4.27,411.2,-0.0096,0.0111,1.33,23.37,200.88,3.86,0.0237,0.0083
2005/5/9,406.99,408.28,390.83,391.26,50000000,205000000,4.08,407.24,-0.0392,0.0087,1.28,26.05,193,3.71,0.0242,0.0087
2005/5/10,388.59,392.44,379.53,392.44,57000000,222000000,4.07,391.26,0.003,0.0099,1.29,26.16,193.58,3.72,0.0215,0.0086
2005/5/11,391.27,395.6,388.76,391.14,55000000,206000000,4.04,392.44,-0.0033,0.0095,1.28,26.09,192.94,3.71,0.0226,0.0087
2005/5/12,389.79,393.99,386.49,390.74,49000000,193000000,4.04,391.14,-0.001,0.0085,1.28,26.04,192.74,3.71,0.019,0.0087
2005/5/13,390.25,395.56,384.36,390.66,52000000,196000000,4.06,390.74,-0.0002,0.009,1.28,25.97,192.7,3.71,0.0188,0.0087
